1117.88,618.74,386.01,331.46,288.43,207.93,161.39,142.05,137.69
557.17,310.74,204.10,170.49,144.70,106.09,84.08,75.95,74.25
283.25,163.09,105.94,85.67,73.68,56.66,64.30,62.76,64.07
218.46,124.09,79.15,63.50,56.87,48.35,57.80,62.36,62.85
149.91,83.73,53.39,45.38,41.40,45.54,56.95,60.81,61.05
76.02,41.87,32.14,35.07,36.57,44.99,56.39,60.74,63.55
38.48,28.16,30.82,34.42,36.32,45.19,56.50,61.84,62.95
30.81,27.06,30.41,34.04,36.69,45.82,57.12,62.42,64.33
30.84,27.14,30.21,34.69,36.99,46.32,57.65,62.98,64.18
