1113.92,617.97,394.18,330.18,282.18,212.61,161.36,142.87,136.84
564.55,314.48,202.90,171.35,146.26,108.25,87.43,80.67,78.62
288.25,165.58,107.66,88.13,75.89,58.92,60.62,58.88,59.43
206.10,117.25,74.66,61.69,54.70,47.93,53.21,53.43,53.78
152.21,86.36,55.69,47.93,43.30,44.77,49.92,50.25,50.46
79.22,44.97,34.80,37.43,37.23,39.69,46.29,46.30,46.30
42.08,31.26,33.27,33.20,34.59,38.07,45.49,45.48,45.47
33.81,32.19,32.85,33.30,34.35,37.94,45.82,45.90,45.88
34.66,31.97,33.33,33.42,35.23,38.24,46.30,46.32,46.34
